idx,file_name,mean_H,q25_H,q75_H,std_H,n_windows,rms
0,2004.02.12.10.32.39,0.5020306915851807,0.4975111995965871,0.503272401404195,0.00934115740283742,10,0.07417899856512623
4,2004.02.12.11.12.39,0.5036338369646376,0.4957007818553757,0.5107687807182217,0.014118001002173265,10,0.07847429073677968
8,2004.02.12.11.52.39,0.5069570335961157,0.5005652172399275,0.5160361149057785,0.009973998061157036,10,0.07902942984262255
12,2004.02.12.12.32.39,0.5011175304269373,0.4962937765369455,0.5086872083065356,0.012748918034927986,10,0.07740458087623109
16,2004.02.12.13.12.39,0.5097172672655729,0.5015325334665679,0.516846855593742,0.011519835423780718,10,0.07845338360094803
20,2004.02.12.13.52.39,0.5101307956884358,0.5055532568819183,0.515845278380672,0.015024617946259354,10,0.07902854786058722
24,2004.02.12.14.32.39,0.5023795818416339,0.495577577884157,0.509538603259067,0.011751241570727508,10,0.07938138784581765
28,2004.02.12.15.12.39,0.4987037258412519,0.4906208928882222,0.5086372787065149,0.009857570420494673,10,0.07827954401833694
32,2004.02.12.15.52.39,0.5049024415852874,0.4973146019472639,0.5126868045833379,0.011354282515210862,10,0.07742107025313345
36,2004.02.12.16.32.39,0.5001334994307031,0.4952253881003103,0.5064798041741735,0.007341995901284383,10,0.07686189103169887
40,2004.02.12.17.12.39,0.5093851658625596,0.5000693258896451,0.5193201271830246,0.014838126241800708,10,0.0785959604559929
44,2004.02.12.17.52.39,0.49972571790487336,0.49103916578507,0.5040390091316169,0.011854522266950569,10,0.07808856431612202
48,2004.02.12.18.32.39,0.5062679412861165,0.503706210383887,0.5067625196736332,0.006051957019584586,10,0.07824754763529333
52,2004.02.12.19.12.39,0.5065349239607987,0.5027829825865817,0.5108093748549543,0.011768970731795012,10,0.07938090836770041
56,2004.02.12.19.52.39,0.5038761494018789,0.49817225195532233,0.5109101830913059,0.011165338253301078,10,0.07738031364276786
60,2004.02.12.20.32.39,0.5050954887639549,0.5020630354156751,0.5136110422463561,0.012030583075262563,10,0.0786632849704597
64,2004.02.12.21.12.39,0.5005932489229058,0.49483571403247073,0.5007128073743352,0.009390746989024966,10,0.0771994016001541
68,2004.02.12.21.52.39,0.5085229288612865,0.49856592035949193,0.5148654088397284,0.014242448485323304,10,0.07695564843578329
72,2004.02.12.22.32.39,0.5091897165500991,0.5067011898633365,0.5161771503305266,0.010556004199672153,10,0.07740031675131004
76,2004.02.12.23.12.39,0.5013769661930475,0.49041087417326673,0.5086708326803474,0.01218837508570744,10,0.07689052656973988
80,2004.02.12.23.52.39,0.5064951197274804,0.49964040978534974,0.5140366199281778,0.010298009159667224,10,0.07699061808712475
84,2004.02.13.00.32.39,0.5054438540594445,0.497160058100975,0.5147728584102749,0.011760985020460704,10,0.077721765308917
88,2004.02.13.01.12.39,0.5052774918001661,0.49752204897857544,0.5129260408538294,0.008614390526701867,10,0.07763068115281484
92,2004.02.13.01.52.39,0.5031754663737645,0.5030636264727705,0.5073424156808105,0.006681593418625319,10,0.07671097179256287
96,2004.02.13.02.32.39,0.5075971978979184,0.49984615188409487,0.5146443560558088,0.008136477811586081,10,0.07831602988602893
100,2004.02.13.03.12.39,0.5093929565252855,0.5000186731404763,0.5166025948118583,0.013347622581450983,10,0.07794620572117751
104,2004.02.13.03.52.39,0.5100819528585517,0.5060735763602316,0.5130960857654844,0.010838050765044403,10,0.07728281753869194
108,2004.02.13.04.32.39,0.49899228053683703,0.49597527843925204,0.5004888920036716,0.007271789441680609,10,0.07604057915175538
112,2004.02.13.05.12.39,0.5058344454246575,0.49952801637561295,0.5095756193491198,0.00973499025204802,10,0.07797731008871667
116,2004.02.13.05.52.39,0.5043647111036142,0.4946005665333789,0.5067783344096446,0.012302041573644878,10,0.07894839654107137
120,2004.02.13.06.32.39,0.5050701714697138,0.4968573778566844,0.5125703567513643,0.01139368968748693,10,0.07669008183816046
124,2004.02.13.07.12.39,0.502247003378512,0.4944205392064694,0.5092246258969475,0.01032455315683135,10,0.07639264641168841
128,2004.02.13.07.52.39,0.5050041355034856,0.500575470171584,0.5083811797552403,0.006074859611017897,10,0.076352099612482
132,2004.02.13.08.32.39,0.5060017848189411,0.5034105875168678,0.5105478028339436,0.007527341504437012,10,0.0761586642390206
136,2004.02.13.09.12.39,0.5014115512598977,0.4924775579854571,0.507408517777386,0.012198344895581047,10,0.0777104419815558
140,2004.02.13.09.52.39,0.5015122820354424,0.4948265004612827,0.5102609047820812,0.010955729886760437,10,0.0767870829209941
144,2004.02.13.10.32.39,0.5002687590478423,0.4939428420239677,0.5023083956554762,0.009260719056692119,10,0.07591135480982078
148,2004.02.13.11.12.39,0.50189870425593,0.4983926413784051,0.5094366476150672,0.009852883423248505,10,0.07621096753266964
152,2004.02.13.11.52.39,0.5002946065880616,0.4966262883957504,0.5074978655000812,0.010114610014704243,10,0.07692398274331452
156,2004.02.13.12.32.39,0.5064515455080956,0.4984622511640942,0.512028653629358,0.00887288986815631,10,0.0784800631530072
160,2004.02.13.13.12.39,0.49848159601782605,0.4903808695766648,0.5067825941188762,0.010602083635623235,10,0.07651273988842887
164,2004.02.13.13.52.39,0.49897308475502467,0.49023037964318683,0.5091032612063521,0.01092724441964855,10,0.07617467014102358
168,2004.02.13.14.32.39,0.501095954856919,0.49785102703006495,0.5073480172954339,0.010125061021814884,10,0.07781753999741961
172,2004.02.13.15.12.39,0.4980438011616221,0.49384546659798123,0.501265235379547,0.007522657541767196,10,0.07616144415760429
176,2004.02.13.15.52.39,0.5129199288775066,0.5075404048622132,0.5163252606191243,0.006274962811131703,10,0.0782630183983989
180,2004.02.13.16.32.39,0.5015921011276163,0.49927103233723485,0.5107732522164472,0.012666897649545946,10,0.07675079237935838
184,2004.02.13.17.12.39,0.4972923816218205,0.49468363551952976,0.506291229821773,0.01345024551728045,10,0.07635685583884233
188,2004.02.13.17.52.39,0.4944905449874675,0.48728239332216905,0.5016130092814344,0.00959397019610258,10,0.07538985427067177
192,2004.02.13.18.32.39,0.5044743016615352,0.4988684645416831,0.5089989812940913,0.010520944463600196,10,0.07744816468381045
196,2004.02.13.19.12.39,0.4955448151030068,0.48968414950647954,0.5039226645068785,0.008022033261996011,10,0.07618282421306082
200,2004.02.13.19.52.39,0.5052050630468317,0.5000103210617172,0.5109127584052063,0.007845627541668487,10,0.07864126887278634
204,2004.02.13.20.32.39,0.4942846723986144,0.4886512099592129,0.5023162650666427,0.008224749472279115,10,0.07589032163569179
208,2004.02.13.21.12.39,0.4991560162556673,0.49020325598048936,0.5072001179873862,0.010571767974943438,10,0.07669429791080462
212,2004.02.13.21.52.39,0.5010251117640304,0.49721308511438445,0.5081024198721462,0.010545847668709052,10,0.07733820308392225
216,2004.02.13.22.32.39,0.4995007902488321,0.49412391123223515,0.5044677807408661,0.011222828436709202,10,0.07688436331443231
220,2004.02.13.23.12.39,0.5066719229808392,0.4983874609638077,0.5137404014854795,0.008547048470503162,10,0.07746541157338786
224,2004.02.13.23.52.39,0.5072063515852867,0.5030985563470031,0.5099899982018713,0.006858288007781462,10,0.07756348867470199
228,2004.02.14.00.32.39,0.5034781532695818,0.5004319939677362,0.5072778056624719,0.006612207846914737,10,0.07821621550028804
232,2004.02.14.01.12.39,0.4944060582933309,0.4879812517976221,0.5047483938654793,0.013075330662125966,10,0.07614514595135481
236,2004.02.14.01.52.39,0.5046411138618419,0.4994162568138709,0.511601148436946,0.01030441830750146,10,0.07809616123978583
240,2004.02.14.02.32.39,0.5046659456525313,0.49527257206160663,0.5122704288941738,0.009201899960684278,10,0.07785435307655411
244,2004.02.14.03.12.39,0.5005677755878917,0.49054826584417033,0.5088776587556592,0.01246386593256433,10,0.07709097519834116
248,2004.02.14.03.52.39,0.4928549423713795,0.48715011454212376,0.499114250072736,0.00749148202014084,10,0.07587677323658983
252,2004.02.14.04.32.39,0.5011328752290655,0.4984052300739251,0.5080512804744879,0.010149386164270306,10,0.0786182224572888
256,2004.02.14.05.12.39,0.49903411691471755,0.49365621170215296,0.5039307589950479,0.009126638787226972,10,0.07666247331291318
260,2004.02.14.05.52.39,0.5005272784996532,0.49024284191096945,0.5066674792261356,0.010578991880315953,10,0.07744872989093332
264,2004.02.14.06.32.39,0.5061276156037966,0.4998615288895598,0.5122141572087295,0.010999010139450672,10,0.07614973556462623
268,2004.02.14.07.12.39,0.5004303389896958,0.49373442034983817,0.5078881805538127,0.00814654032808149,10,0.07785898335492507
272,2004.02.14.07.52.39,0.5074267055125634,0.49990408684573057,0.5090412138431362,0.010588993051500475,10,0.07842339670271
276,2004.02.14.08.32.39,0.5039081038056928,0.49929623483176916,0.5111526538388579,0.010008609344252545,10,0.07883279811470445
280,2004.02.14.09.12.39,0.5048662210012547,0.4987894129093628,0.5091852184203769,0.0076037075776642735,10,0.07758280543534599
284,2004.02.14.09.52.39,0.5044743527544749,0.49639559893916346,0.5106856166784419,0.010565544992941038,10,0.07806387515051776
288,2004.02.14.10.32.39,0.5001504515241508,0.49497592093624604,0.5035156249451282,0.00691081446421147,10,0.07691889784508826
