idx,file_name,mean_H,q25_H,q75_H,std_H,n_windows,rms
0,2004.02.12.10.32.39,0.8645125415015368,0.8616114027529627,0.868152292648567,0.005097638837405307,10,0.07417899856512623
4,2004.02.12.11.12.39,0.8586845706263349,0.8555274764338585,0.8605089005105699,0.0050393715893857095,10,0.07847429073677968
8,2004.02.12.11.52.39,0.8631196572434933,0.8597688191352166,0.8651789894585954,0.003927431931350369,10,0.07902942984262255
12,2004.02.12.12.32.39,0.8609808293568403,0.8572472761854277,0.8671750974962396,0.0065017097209420305,10,0.07740458087623109
16,2004.02.12.13.12.39,0.8616780419031104,0.8574196902172883,0.8652871635828467,0.0060288744154487215,10,0.07845338360094803
20,2004.02.12.13.52.39,0.8593958451215966,0.8575608560626693,0.862600478563244,0.005211075785065617,10,0.07902854786058722
24,2004.02.12.14.32.39,0.8600013523429146,0.8572355152044719,0.8620087155557705,0.0034091382489792143,10,0.07938138784581765
28,2004.02.12.15.12.39,0.8605273002318221,0.8588267735869755,0.8634420476332598,0.004743618807017379,10,0.07827954401833694
32,2004.02.12.15.52.39,0.8618274493975276,0.8605279743200778,0.8635117132669702,0.0024271644754873894,10,0.07742107025313345
36,2004.02.12.16.32.39,0.8621542367639758,0.8566958692669369,0.8666418454905503,0.0060733816145862275,10,0.07686189103169887
40,2004.02.12.17.12.39,0.863049043308887,0.857197775999523,0.8704679754633056,0.007846214747927132,10,0.0785959604559929
44,2004.02.12.17.52.39,0.8579696859143514,0.8539578298922159,0.8591448109884733,0.004760727985222354,10,0.07808856431612202
48,2004.02.12.18.32.39,0.8609436491722844,0.8586971983886655,0.8620816883542105,0.0025862971779647597,10,0.07824754763529333
52,2004.02.12.19.12.39,0.8564388081198928,0.8542587848236073,0.8601034925498345,0.004203971494041319,10,0.07938090836770041
56,2004.02.12.19.52.39,0.8628269084264547,0.8603913917357386,0.8660692675830071,0.003964077484279165,10,0.07738031364276786
60,2004.02.12.20.32.39,0.8608832277462884,0.8584782631250275,0.8659191251448621,0.007319101203747226,10,0.0786632849704597
64,2004.02.12.21.12.39,0.8595178699368964,0.8559867012701865,0.8634855143164851,0.005069232039993453,10,0.0771994016001541
68,2004.02.12.21.52.39,0.8627911345701896,0.8603026924694643,0.8642018424196701,0.003697351390086159,10,0.07695564843578329
72,2004.02.12.22.32.39,0.8619938473722873,0.8584213383657077,0.8637753274169537,0.005130927667690594,10,0.07740031675131004
76,2004.02.12.23.12.39,0.8590150656645352,0.8553395497612033,0.860675987975784,0.006634819281787543,10,0.07689052656973988
80,2004.02.12.23.52.39,0.8601731802560414,0.8558832353522559,0.8636521286202179,0.0052611737030159545,10,0.07699061808712475
84,2004.02.13.00.32.39,0.8641394459960221,0.8611526062365559,0.8684547836211564,0.006404875842192754,10,0.077721765308917
88,2004.02.13.01.12.39,0.8616625008919204,0.859675252940611,0.8667353730049323,0.006666583819798119,10,0.07763068115281484
92,2004.02.13.01.52.39,0.8634004683752128,0.8617888674684169,0.8667534578961191,0.004123880203726829,10,0.07671097179256287
96,2004.02.13.02.32.39,0.8577675298651879,0.8534082797527669,0.8614429783738007,0.006122828959101647,10,0.07831602988602893
100,2004.02.13.03.12.39,0.8603184408268287,0.8581963228235843,0.8626444787475636,0.003220853335025016,10,0.07794620572117751
104,2004.02.13.03.52.39,0.860000603172022,0.8552883646156331,0.8631630070462557,0.004939120520764618,10,0.07728281753869194
108,2004.02.13.04.32.39,0.8598348711806654,0.8564262165317382,0.862315145485077,0.0038898511504533574,10,0.07604057915175538
112,2004.02.13.05.12.39,0.8607153168350996,0.8568264706098545,0.8654889805236485,0.005544746686479819,10,0.07797731008871667
116,2004.02.13.05.52.39,0.8557373509114331,0.8533804972915388,0.8590024135320606,0.005402126058215529,10,0.07894839654107137
120,2004.02.13.06.32.39,0.864462613263067,0.8585096522852396,0.8675606685338227,0.0063070824077721506,10,0.07669008183816046
124,2004.02.13.07.12.39,0.8610720246938535,0.8582664101789972,0.8668651189392921,0.006226191392648981,10,0.07639264641168841
128,2004.02.13.07.52.39,0.8600243360903699,0.8565382612849792,0.8616924931975156,0.00434843064739775,10,0.076352099612482
132,2004.02.13.08.32.39,0.8642694214364368,0.8613232715536908,0.8668327137749663,0.005622729227234364,10,0.0761586642390206
136,2004.02.13.09.12.39,0.8598626138287022,0.8602814722770695,0.8618701361458836,0.0032612351218542367,10,0.0777104419815558
140,2004.02.13.09.52.39,0.8597204626680076,0.857284334965496,0.8621684422933237,0.004957483546412463,10,0.0767870829209941
144,2004.02.13.10.32.39,0.8616158150662763,0.8582850530526365,0.8636126413785289,0.0039178899120413955,10,0.07591135480982078
148,2004.02.13.11.12.39,0.8632278321285176,0.8617704976368845,0.8664612199329643,0.005716136327580259,10,0.07621096753266964
152,2004.02.13.11.52.39,0.8615645890378577,0.8563618393234608,0.8673975247379562,0.007240426363905976,10,0.07692398274331452
156,2004.02.13.12.32.39,0.8576119008580652,0.855696472739755,0.8616702140886678,0.005765331436015796,10,0.0784800631530072
160,2004.02.13.13.12.39,0.857029312352536,0.8538426352500181,0.8622683341100403,0.00820316308702009,10,0.07651273988842887
164,2004.02.13.13.52.39,0.8582319787335404,0.8561905339471425,0.8595204096055049,0.004958590097212657,10,0.07617467014102358
168,2004.02.13.14.32.39,0.856952334585652,0.8546740057112228,0.8597494051111689,0.003370879062373276,10,0.07781753999741961
172,2004.02.13.15.12.39,0.8581745300304661,0.8560307652709783,0.8616173208925696,0.0035235992214256518,10,0.07616144415760429
176,2004.02.13.15.52.39,0.8612253007572288,0.8559674179773886,0.8657143352812746,0.004885152582627267,10,0.0782630183983989
180,2004.02.13.16.32.39,0.8597043089853275,0.8549647595987061,0.8634345518666533,0.006687449739144625,10,0.07675079237935838
184,2004.02.13.17.12.39,0.8585847370576944,0.8553352152946837,0.8633415788517806,0.0056461988879786505,10,0.07635685583884233
188,2004.02.13.17.52.39,0.8596758314065209,0.8566257402241853,0.8620333194497095,0.005409921342705086,10,0.07538985427067177
192,2004.02.13.18.32.39,0.8597665611670395,0.8559677595311143,0.8630116256085091,0.004400767094062296,10,0.07744816468381045
196,2004.02.13.19.12.39,0.8578959087851331,0.855262528919037,0.8600172608586927,0.004337200658515953,10,0.07618282421306082
200,2004.02.13.19.52.39,0.8563485371117286,0.8548762843212101,0.8609287529371543,0.005792023213316196,10,0.07864126887278634
204,2004.02.13.20.32.39,0.8572158091443878,0.8551822607389596,0.8606864999439838,0.0042650701080116085,10,0.07589032163569179
208,2004.02.13.21.12.39,0.8601061824771181,0.8562596593843154,0.8619446651930471,0.006142900028713546,10,0.07669429791080462
212,2004.02.13.21.52.39,0.8595486438003492,0.8556158022106789,0.8643860875698737,0.005755868632035451,10,0.07733820308392225
216,2004.02.13.22.32.39,0.8581230343655608,0.8523273242259292,0.8610620606282022,0.006222645621891146,10,0.07688436331443231
220,2004.02.13.23.12.39,0.8601203359923622,0.8568127166917752,0.8620519233864241,0.003943153588576699,10,0.07746541157338786
224,2004.02.13.23.52.39,0.8587174870339483,0.8554561516605724,0.8617323857261188,0.004342472086850835,10,0.07756348867470199
228,2004.02.14.00.32.39,0.857226351393944,0.8553185579241196,0.8609274797048463,0.007363120501811543,10,0.07821621550028804
232,2004.02.14.01.12.39,0.8548730232046848,0.8518580578880296,0.8582667344866023,0.007052307235683019,10,0.07614514595135481
236,2004.02.14.01.52.39,0.8594318175311431,0.8556163218207486,0.8627594855497631,0.005963940244049914,10,0.07809616123978583
240,2004.02.14.02.32.39,0.8585226056035669,0.8568805868096785,0.8607015617127167,0.0035898726642975645,10,0.07785435307655411
244,2004.02.14.03.12.39,0.8558574684883202,0.8527264303349034,0.8588584999722684,0.004479538708298666,10,0.07709097519834116
248,2004.02.14.03.52.39,0.8577072077279471,0.8557509246525153,0.8584459539244926,0.0030427200909926002,10,0.07587677323658983
252,2004.02.14.04.32.39,0.8560272070168089,0.8491988796226599,0.8603938391421869,0.0072203314263735606,10,0.0786182224572888
256,2004.02.14.05.12.39,0.8587163394323737,0.8552963249264591,0.8606304061599411,0.004672173829986407,10,0.07666247331291318
260,2004.02.14.05.52.39,0.8562977442940255,0.8517963695975357,0.8615128830013081,0.006905176215169854,10,0.07744872989093332
264,2004.02.14.06.32.39,0.8620413570252987,0.8588554598735236,0.8647464407642926,0.005950513034167455,10,0.07614973556462623
268,2004.02.14.07.12.39,0.8553577971965858,0.8534881269599813,0.8584927800929689,0.006893083962716001,10,0.07785898335492507
272,2004.02.14.07.52.39,0.85734220169676,0.8554877374623154,0.8610070449594148,0.005951984037579377,10,0.07842339670271
276,2004.02.14.08.32.39,0.8564138217501899,0.8537450895037993,0.8601706538628024,0.004683650934733302,10,0.07883279811470445
280,2004.02.14.09.12.39,0.856267938848125,0.8540265225654237,0.8599075702096914,0.004148280124298775,10,0.07758280543534599
