idx,file_name,mean_H,q25_H,q75_H,std_H,n_windows,rms
0,2004.02.12.10.32.39,0.7440467728908919,0.7370736195597785,0.7479302257967163,0.01168295433080511,10,0.07417899856512623
4,2004.02.12.11.12.39,0.7612125470995388,0.75114399652155,0.7731797202282391,0.01582527614010867,10,0.07847429073677968
8,2004.02.12.11.52.39,0.7672811434612438,0.7584226355999384,0.7715574721167375,0.01273293124783225,10,0.07902942984262255
12,2004.02.12.12.32.39,0.760786221275288,0.7520409833183023,0.766454229331677,0.009821676764203873,10,0.07740458087623109
16,2004.02.12.13.12.39,0.7604422602684282,0.755775842829311,0.7668171357123222,0.015104005503425569,10,0.07845338360094803
20,2004.02.12.13.52.39,0.7639005592218204,0.7562022726970284,0.7690959096479013,0.018069242251552067,10,0.07902854786058722
24,2004.02.12.14.32.39,0.7667052231580863,0.7598617128003947,0.7731264492969199,0.008469028095344533,10,0.07938138784581765
28,2004.02.12.15.12.39,0.760146038981871,0.7496640211354636,0.7670922824613648,0.011075991814642123,10,0.07827954401833694
32,2004.02.12.15.52.39,0.7635105728980661,0.7545950877622327,0.7710134737858687,0.011918990713890725,10,0.07742107025313345
36,2004.02.12.16.32.39,0.7499584803109752,0.7430651657111493,0.762325828380434,0.013476091362124099,10,0.07686189103169887
40,2004.02.12.17.12.39,0.7623161591961083,0.7484199094617817,0.7741540261211262,0.014832454225600323,10,0.0785959604559929
44,2004.02.12.17.52.39,0.7635223843386734,0.7540567574312034,0.7709807676492705,0.010753106224648984,10,0.07808856431612202
48,2004.02.12.18.32.39,0.7660387979225227,0.7611034768031486,0.7727745188966136,0.009875337115932309,10,0.07824754763529333
52,2004.02.12.19.12.39,0.7685915071681972,0.7575107352278311,0.7769433725782029,0.014633592483560828,10,0.07938090836770041
56,2004.02.12.19.52.39,0.7615509493648813,0.7528228430579229,0.7694794105796041,0.012224521790830957,10,0.07738031364276786
60,2004.02.12.20.32.39,0.7698843231525316,0.7611754441116058,0.7764839858435475,0.01107189034964216,10,0.0786632849704597
64,2004.02.12.21.12.39,0.7575519092797272,0.7505269869966437,0.765566954113143,0.015713429709107298,10,0.0771994016001541
68,2004.02.12.21.52.39,0.760632135925341,0.7529696486900179,0.7677120719173227,0.01227342367557902,10,0.07695564843578329
72,2004.02.12.22.32.39,0.7588758988794342,0.7534562610266684,0.7607378640810716,0.011919991834831518,10,0.07740031675131004
76,2004.02.12.23.12.39,0.749863222090447,0.7392251974979973,0.7587727351271585,0.0106048231906313,10,0.07689052656973988
80,2004.02.12.23.52.39,0.7585737138068117,0.7496719487987533,0.7671882383069116,0.011246791955569409,10,0.07699061808712475
84,2004.02.13.00.32.39,0.7555707966719705,0.7485043885792317,0.7687723490461631,0.014934407593827394,10,0.077721765308917
88,2004.02.13.01.12.39,0.7615981720314299,0.756448504174797,0.7652268286382872,0.012351950098865912,10,0.07763068115281484
92,2004.02.13.01.52.39,0.7580622321242922,0.7528360359397215,0.7651245114465479,0.011488625972024716,10,0.07671097179256287
96,2004.02.13.02.32.39,0.7602414036349099,0.7588522091788085,0.7708851825672309,0.016913355031623927,10,0.07831602988602893
100,2004.02.13.03.12.39,0.7657697938757374,0.7549421650999091,0.7685377250909025,0.013941298204175874,10,0.07794620572117751
104,2004.02.13.03.52.39,0.7616276408048133,0.7574068007852173,0.7679962242974714,0.009065102250914918,10,0.07728281753869194
108,2004.02.13.04.32.39,0.7471625932318382,0.7397754282853912,0.7537380857601336,0.008965808986149409,10,0.07604057915175538
112,2004.02.13.05.12.39,0.7615522776577652,0.7519258306517309,0.7706782849356454,0.014691178067616172,10,0.07797731008871667
116,2004.02.13.05.52.39,0.7720881659756145,0.7626319026852415,0.782057041509686,0.012737830706454673,10,0.07894839654107137
120,2004.02.13.06.32.39,0.7563645062204605,0.7446339952586589,0.7664522803645537,0.012568990195635125,10,0.07669008183816046
124,2004.02.13.07.12.39,0.752004714470568,0.7428723946384348,0.7603451771937717,0.014993070045472432,10,0.07639264641168841
128,2004.02.13.07.52.39,0.7509315706975335,0.7422426569439102,0.7612350937793646,0.013816727325878402,10,0.076352099612482
132,2004.02.13.08.32.39,0.7658593478883348,0.7528444625197748,0.7760526047358098,0.016689886687997337,10,0.0761586642390206
136,2004.02.13.09.12.39,0.7553948946358939,0.7392704327593613,0.7707005761029943,0.01746661990662268,10,0.0777104419815558
140,2004.02.13.09.52.39,0.7569897128581483,0.7445058078897431,0.765453175355872,0.014317848344841845,10,0.0767870829209941
144,2004.02.13.10.32.39,0.7499530549943267,0.7392905790208883,0.7584804557029914,0.016103753159518727,10,0.07591135480982078
148,2004.02.13.11.12.39,0.7574610521616896,0.7503472336688781,0.7671021112235898,0.01338339437670471,10,0.07621096753266964
152,2004.02.13.11.52.39,0.7560736372251843,0.7431179134023385,0.7696399198893056,0.014157235162350793,10,0.07692398274331452
